,jpy,can,cny,interest,inflation
1221,99.55,1.0366,6.1209,2.9,2.06
1222,100.22,1.0357,6.1195,2.96,2.1
1223,100.08,1.0336,6.1183,2.93,2.13
1224,99.24,1.0319,6.1178,2.92,2.11
1225,99.38,1.0341,6.1186,2.9,2.1
1226,98.98,1.0316,6.1198,2.88,2.12
1227,99.16,1.029,6.1213,2.86,2.16
1228,99.04,1.0312,6.121,2.69,2.2
1229,99.33,1.0237,6.121,2.76,2.21
1230,99.38,1.0287,6.121,2.75,2.23
1231,98.76,1.029,6.1201,2.72,2.26
1232,98.76,1.0294,6.1208,2.67,2.19
1233,98.62,1.0294,6.119,2.63,2.18
1234,98.95,1.0321,6.1194,2.66,2.19
1235,98.3,1.03,6.1179,2.64,2.18
1236,98.29,1.0284,6.12,2.64,2.19
1237,98.05,1.0333,6.12,2.66,2.2
1238,97.36,1.033,6.12,2.63,2.2
1239,97.08,1.0324,6.12,2.62,2.19
1240,97.2,1.0306,6.12,2.66,2.2
1241,97.02,1.0306,6.12,2.65,2.2
1242,96.94,1.033,6.1206,2.66,2.18
1243,97.23,1.0396,6.1209,2.68,2.21
1244,98.09,1.0382,6.1156,2.71,2.21
1245,98.42,1.0383,6.1204,2.7,2.2
1247,98.58,1.0372,6.1026,2.75,2.21
1248,98.9,1.0345,6.0996,2.69,2.19
1249,97.85,1.0285,6.098,2.61,2.16
1250,97.77,1.0287,6.0966,2.6,2.18
1251,98.14,1.0296,6.0924,2.63,2.19
1252,98.18,1.0282,6.0925,2.54,2.17
1253,97.28,1.0384,6.0833,2.51,2.15
1254,97.36,1.0421,6.0815,2.53,2.17
1255,97.46,1.0449,6.0838,2.53,2.19
1256,97.7,1.0443,6.0853,2.54,2.19
1257,98.09,1.0445,6.0897,2.53,2.18
1258,98.14,1.0454,6.0936,2.55,2.18
1259,98.1,1.0429,6.0943,2.57,2.17
1260,98.78,1.0442,6.0993,2.65,2.15
1261,98.62,1.0414,6.098,2.63,2.13
1262,98.6,1.0447,6.0966,2.69,2.14
1263,98.6,1.0418,6.0925,2.67,2.19
1264,98.56,1.0441,6.0906,2.63,2.17
1265,99.03,1.0486,6.0903,2.77,2.18
1267,99.65,1.05,6.0917,2.8,2.18
1268,99.31,1.0468,6.0926,2.75,2.17
1269,99.93,1.0497,6.092,2.69,2.18
1270,100.17,1.0457,6.092,2.71,2.18
1271,100.04,1.0426,6.0918,2.67,2.19
1272,100.14,1.0467,6.0924,2.71,2.18
1273,100.02,1.0446,6.0925,2.8,2.16
1274,100.95,1.0506,6.0914,2.79,2.19
1275,101.29,1.0534,6.0935,2.75,2.19
1276,101.7,1.0554,6.0916,2.74,2.18
1277,101.38,1.0547,6.0925,2.71,2.17
1278,102.18,1.0595,6.0922,2.74,2.16
1280,102.45,1.0597,6.0922,2.75,2.15
1281,103.04,1.0632,6.0927,2.81,2.15
1282,102.36,1.066,6.0914,2.79,2.15
1283,102.48,1.0696,6.0913,2.84,2.11
1284,101.82,1.0638,6.0903,2.88,2.12
1285,102.88,1.0663,6.0815,2.88,2.11
1286,103.22,1.0641,6.0643,2.86,2.12
1287,102.8,1.0622,6.0705,2.81,2.12
1288,102.38,1.0605,6.0712,2.86,2.15
1289,103.11,1.0641,6.071,2.89,2.14
1290,103.28,1.0594,6.071,2.88,2.16
1291,102.91,1.0577,6.0713,2.89,2.18
1292,102.63,1.0611,6.0707,2.85,2.18
1293,103.18,1.0645,6.0713,2.89,2.17
1294,104.16,1.0677,6.0711,2.94,2.15
1295,104.07,1.0679,6.0711,2.89,2.16
1296,104.06,1.0602,6.0697,2.94,2.18
1297,104.26,1.0618,6.0712,2.99,2.19
1299,104.72,1.0648,6.0744,3,2.2
1300,105.05,1.0697,6.0684,3.02,2.22
1301,105,1.064,6.0617,2.99,2.23
1302,105.25,1.0637,6.0537,3.04,2.24
1304,104.84,1.0634,6.0504,3,2.26
1305,104.46,1.0612,6.0505,3.01,2.26
1306,104.38,1.0658,6.0524,2.98,2.26
1307,104.54,1.0742,6.0507,2.96,2.26
1308,104.87,1.0802,6.051,3.01,2.29
1309,104.74,1.085,6.054,2.97,2.31
1310,104.06,1.0915,6.0519,2.88,2.29
1311,103.31,1.0868,6.0432,2.84,2.27
1312,103.8,1.0934,6.0402,2.88,2.26
1313,104.42,1.0932,6.0459,2.9,2.28
1314,104.32,1.0926,6.0555,2.86,2.25
1315,104.32,1.0959,6.05,2.84,2.26
1317,104.14,1.0971,6.0503,2.85,2.26
1318,104.36,1.1069,6.0508,2.87,2.25
1319,103.65,1.1128,6.0515,2.79,2.13
1320,102.41,1.1063,6.0486,2.75,2.14
1321,102.26,1.1097,6.0478,2.78,2.14
1322,102.8,1.1148,6.0506,2.77,2.15
1323,102.2,1.1147,6.0554,2.69,2.14
1324,102.83,1.1171,6.06,2.72,2.15
1325,102.28,1.1116,6.059,2.67,2.14
1326,101.11,1.1074,6.06,2.61,2.14
1327,101.62,1.1056,6.06,2.64,2.13
1328,101.38,1.11,6.06,2.7,2.14
1329,101.84,1.1065,6.06,2.73,2.16
1330,102.32,1.1014,6.0629,2.71,2.18
1331,102.14,1.1048,6.0591,2.7,2.19
1332,102.63,1.1024,6.0601,2.75,2.19
1333,102.48,1.0992,6.0614,2.8,2.21
1334,102.2,1.0979,6.0631,2.73,2.17
1335,101.82,1.0981,6.0666,2.75,2.16
1337,102.31,1.0952,6.0671,2.71,2.14
1338,102.3,1.1045,6.0762,2.73,2.13
1339,102.32,1.1104,6.0832,2.76,2.13
1340,102.71,1.1128,6.0912,2.73,2.12
1341,102.44,1.1058,6.0982,2.75,2.16
1342,102.2,1.1085,6.1243,2.7,2.15
1343,102.36,1.1117,6.1243,2.67,2.16
1344,102.12,1.1137,6.1279,2.65,2.16
1345,102.08,1.1075,6.1448,2.66,2.17
1346,101.36,1.109,6.146,2.6,2.16
1347,102.18,1.1113,6.143,2.7,2.18
1348,102.32,1.105,6.128,2.7,2.18
1349,103.03,1.0965,6.1183,2.74,2.21
1350,103.38,1.1088,6.1258,2.8,2.23
1351,103.23,1.1104,6.1383,2.79,2.22
1352,103.18,1.1085,6.1397,2.77,2.2
1353,102.74,1.113,6.1448,2.73,2.19
1354,102.12,1.1059,6.1359,2.66,2.17
1355,101.46,1.1087,6.15,2.65,2.17
1356,101.62,1.1052,6.1779,2.7,2.18
1357,101.37,1.1089,6.1918,2.68,2.18
1358,101.54,1.1177,6.1934,2.78,2.16
1359,102.39,1.1251,6.2273,2.79,2.13
1360,102.38,1.1191,6.2248,2.75,2.14
1361,102.21,1.1218,6.1956,2.74,2.15
1362,102.32,1.1176,6.201,2.75,2.14
1363,102.3,1.1143,6.2084,2.71,2.14
1364,102.1,1.1056,6.2123,2.69,2.13
1365,102.92,1.1066,6.2117,2.73,2.13
1366,102.98,1.1053,6.2164,2.73,2.13
1367,103.52,1.1026,6.2064,2.77,2.14
1368,103.82,1.103,6.2054,2.82,2.14
1369,103.94,1.1035,6.2102,2.8,2.14
1370,103.39,1.0978,6.2118,2.74,2.13
1371,103.04,1.0971,6.2118,2.71,2.12
1372,102.12,1.0919,6.1966,2.69,2.11
1373,101.85,1.0902,6.2003,2.71,2.14
1374,101.43,1.0912,6.2123,2.65,2.14
1375,101.56,1.096,6.2111,2.63,2.13
1376,101.81,1.0968,6.2186,2.65,2.13
1377,101.6,1.098,6.2215,2.64,2.14
1378,102.3,1.1027,6.2204,2.65,2.17
1379,102.22,1.0997,6.2188,2.73,2.21
1381,102.56,1.102,6.2269,2.73,2.2
1382,102.6,1.1025,6.2373,2.73,2.21
1383,102.26,1.1034,6.2374,2.7,2.21
1384,102.34,1.1026,6.2484,2.7,2.21
1385,102.12,1.1041,6.2534,2.68,2.2
1386,102.46,1.1032,6.252,2.7,2.18
1387,102.57,1.0963,6.2578,2.71,2.18
1388,102.14,1.0956,6.2591,2.67,2.18
1389,102.3,1.0965,6.2591,2.63,2.2
1390,102.34,1.0973,6.2591,2.6,2.19
1391,102.06,1.0955,6.2453,2.63,2.18
1392,101.57,1.089,6.2255,2.61,2.16
1393,101.72,1.0895,6.2349,2.62,2.2
1394,101.66,1.0856,6.2272,2.61,2.19
1395,101.74,1.0899,6.227,2.62,2.18
1396,102.1,1.0886,6.2364,2.66,2.18
1397,102.2,1.0892,6.2283,2.61,2.16
1398,101.75,1.0887,6.2282,2.54,2.17
1399,101.44,1.0887,6.2291,2.5,2.19
1400,101.5,1.0883,6.2327,2.52,2.18
1401,101.26,1.0861,6.2368,2.54,2.17
1402,101.26,1.09,6.2377,2.52,2.17
1403,101.44,1.0935,6.2335,2.54,2.18
1404,101.76,1.0897,6.2348,2.56,2.21
1405,101.88,1.087,6.2363,2.54,2.22
1407,102.14,1.0869,6.2471,2.52,2.21
1408,101.78,1.0867,6.2535,2.44,2.22
1409,101.58,1.0837,6.2375,2.45,2.23
1410,101.77,1.0867,6.2471,2.48,2.22
1411,102.3,1.0894,6.2471,2.54,2.22
1412,102.42,1.0915,6.2536,2.6,2.19
1413,102.69,1.0937,6.2494,2.61,2.17
1414,102.44,1.0935,6.2548,2.59,2.18
1415,102.5,1.0936,6.2498,2.6,2.2
1416,102.52,1.0908,6.2397,2.62,2.21
1417,102.37,1.0914,6.224,2.64,2.21
1418,101.94,1.0867,6.2277,2.65,2.22
1419,101.83,1.0851,6.2175,2.58,2.19
1420,102.06,1.0868,6.209,2.6,2.19
1421,101.82,1.0849,6.225,2.61,2.2
1422,102.18,1.0851,6.2263,2.66,2.23
1423,102.16,1.087,6.2309,2.61,2.23
1424,101.84,1.0828,6.2287,2.64,2.25
1425,102.14,1.0766,6.224,2.63,2.28
1426,101.9,1.0731,6.225,2.63,2.28
1427,102.13,1.0739,6.2308,2.59,2.28
1428,101.75,1.0721,6.2343,2.57,2.28
1429,101.66,1.0706,6.2235,2.53,2.27
1430,101.39,1.0676,6.218,2.54,2.27
1431,101.28,1.0676,6.2036,2.53,2.26
1432,101.51,1.0652,6.1995,2.58,2.26
1433,101.76,1.0667,6.2101,2.64,2.26
1434,102.19,1.0633,6.2115,2.65,2.28
1436,101.84,1.0662,6.2036,2.63,2.27
1437,101.53,1.0674,6.201,2.58,2.27
1438,101.7,1.0648,6.1994,2.57,2.29
1439,101.26,1.0658,6.2023,2.55,2.28
1440,101.33,1.072,6.2034,2.53,2.28
1441,101.58,1.0721,6.2059,2.55,2.27
1442,101.62,1.0766,6.2075,2.56,2.25
1443,101.69,1.0749,6.2035,2.55,2.23
1444,101.3,1.0753,6.2033,2.47,2.23
1445,101.37,1.0737,6.2075,2.5,2.24
1446,101.34,1.0736,6.2088,2.49,2.24
1447,101.54,1.0744,6.2025,2.48,2.23
1448,101.5,1.0739,6.1982,2.48,2.23
1449,101.82,1.0741,6.1944,2.52,2.27
1450,101.81,1.0814,6.1913,2.48,2.28
1451,101.82,1.08,6.187,2.5,2.28
1452,102.12,1.0851,6.18,2.47,2.27
1453,102.9,1.0908,6.1712,2.57,2.28
1454,102.75,1.0889,6.1737,2.58,2.29
1455,102.45,1.0918,6.1793,2.52,2.27
1456,102.47,1.0916,6.178,2.51,2.25
1457,102.77,1.0969,6.1705,2.49,2.24
1458,102.34,1.0926,6.1625,2.49,2.25
1459,102.06,1.0922,6.1618,2.43,2.24
1460,101.91,1.0982,6.1557,2.44,2.25
1461,102.14,1.0933,6.1528,2.44,2.25
1462,102.22,1.0944,6.1575,2.46,2.24
1463,102.48,1.0929,6.1531,2.43,2.23
1464,102.44,1.091,6.1575,2.4,2.21
1465,102.19,1.091,6.147,2.34,2.18
1466,102.54,1.0888,6.1425,2.39,2.18
1467,102.86,1.0929,6.1425,2.4,2.17
1468,103.36,1.0944,6.1395,2.43,2.17
1469,103.78,1.0949,6.151,2.41,2.17
1470,103.97,1.0949,6.151,2.4,2.14
1471,103.96,1.098,6.154,2.39,2.15
1472,104.12,1.095,6.1522,2.39,2.14
1473,103.98,1.089,6.143,2.37,2.14
1474,103.78,1.0857,6.1423,2.34,2.13
1475,104,1.0858,6.143,2.35,2.12
1477,105.1,1.0923,6.148,2.42,2.15
1478,104.88,1.0872,6.1408,2.41,2.17
1479,105.22,1.0862,6.1383,2.45,2.17
1480,104.94,1.089,6.14,2.46,2.15
1481,105.65,1.0933,6.14,2.48,2.13
1482,106.32,1.101,6.1362,2.5,2.11
1483,106.76,1.0954,6.1284,2.54,2.1
1484,106.87,1.1032,6.1295,2.54,2.12
1485,107.24,1.1075,6.1344,2.62,2.13
1486,107.18,1.105,6.1415,2.6,2.13
1487,106.91,1.0985,6.1459,2.6,2.12
1488,107.58,1.0951,6.1385,2.62,2.06
1489,108.69,1.0946,6.14,2.63,2.02
1490,108.96,1.0968,6.1403,2.59,2.03
1491,108.88,1.1007,6.14,2.57,1.99
1492,108.82,1.1059,6.1368,2.54,2.02
1493,108.92,1.1088,6.1346,2.57,2.03
1494,108.7,1.1105,6.1355,2.52,2.02
1495,109.32,1.1162,6.1266,2.54,1.97
1496,109.34,1.1142,6.1495,2.5,1.95
1497,109.66,1.1207,6.138,2.52,1.97
1498,109.3,1.1171,6.138,2.42,1.96
1499,108.1,1.115,6.138,2.44,1.95
1500,109.7,1.1254,6.1385,2.45,1.93
1501,109.08,1.1174,6.1385,2.43,1.93
1502,108.3,1.1182,6.1385,2.36,1.92
1503,108.41,1.1181,6.1385,2.35,1.96
1504,108,1.115,6.1299,2.34,1.97
1505,107.83,1.1173,6.1308,2.31,1.96
1507,107.15,1.1235,6.125,2.21,1.92
1508,106.06,1.1291,6.1249,2.15,1.86
1509,105.98,1.1265,6.123,2.17,1.89
1510,106.72,1.1247,6.1238,2.22,1.92
1511,106.87,1.1276,6.1233,2.2,1.91
1512,106.7,1.1219,6.1205,2.23,1.9
1513,107.32,1.1218,6.118,2.25,1.91
1514,108.16,1.1236,6.119,2.29,1.91
1515,108.06,1.1211,6.1168,2.29,1.9
1516,107.71,1.1247,6.116,2.27,1.89
1517,108,1.1176,6.113,2.3,1.91
1518,108.1,1.1135,6.1107,2.34,1.92
1519,108.94,1.1191,6.114,2.32,1.9
1520,112.09,1.1272,6.1124,2.35,1.92
1521,113.92,1.1319,6.1178,2.36,1.93
1522,113.44,1.1396,6.115,2.35,1.92
1523,114.62,1.1377,6.1135,2.36,1.93
1524,114.87,1.1423,6.1117,2.39,1.94
1525,114.73,1.136,6.1225,2.32,1.94
1526,114.78,1.1344,6.119,2.38,1.94
1528,115.42,1.1284,6.1257,2.37,1.91
1529,115.63,1.1349,6.1243,2.35,1.88
1530,116.52,1.1294,6.129,2.32,1.89
1531,116.44,1.1308,6.1242,2.34,1.86
1532,116.76,1.1305,6.1208,2.32,1.84
1533,117.7,1.1349,6.119,2.36,1.83
1534,118.14,1.1311,6.123,2.34,1.85
1535,117.74,1.1237,6.1244,2.31,1.86
1536,118.39,1.1279,6.1412,2.3,1.86
1537,117.99,1.126,6.1355,2.27,1.85
1538,117.6,1.1236,6.1386,2.24,1.82
1540,118.7,1.1426,6.1429,2.18,1.79
1541,118.14,1.1343,6.1515,2.22,1.79
1542,119.1,1.1397,6.149,2.28,1.77
1543,119.82,1.1359,6.1499,2.29,1.79
1544,119.67,1.1374,6.1541,2.25,1.77
1545,121.38,1.1423,6.1497,2.31,1.75
1546,120.89,1.1473,6.1725,2.26,1.71
1547,118.87,1.1422,6.1855,2.22,1.73
1548,118.5,1.1479,6.1763,2.18,1.71
1549,119.4,1.1534,6.1881,2.19,1.7
1550,118.22,1.1538,6.1864,2.1,1.64
1551,117.75,1.1629,6.19,2.12,1.62
1552,117.28,1.1624,6.189,2.07,1.65
1553,117.64,1.1629,6.1957,2.14,1.65
1554,118.84,1.1594,6.2139,2.22,1.65
1555,119.56,1.1626,6.2196,2.17,1.68
1556,119.84,1.1644,6.2213,2.17,1.7
1557,120.68,1.1626,6.2256,2.26,1.7
1558,120.45,1.1621,6.2148,2.27,1.68
1561,120.57,1.1631,6.2222,2.22,1.65
1562,119.34,1.1597,6.2015,2.2,1.64
1563,119.85,1.1601,6.2046,2.17,1.68
1565,120.2,1.1725,6.2046,2.12,1.71
1566,119.64,1.1785,6.2201,2.04,1.64
1567,118.26,1.1802,6.2125,1.97,1.56
1568,119.52,1.1851,6.2127,1.96,1.57
1569,119.51,1.1812,6.2143,2.03,1.62
1570,118.66,1.1857,6.2085,1.98,1.62
1571,118.32,1.1929,6.2027,1.92,1.57
1572,118.16,1.1947,6.197,1.91,1.54
1573,116.78,1.1957,6.1957,1.86,1.57
1574,116.95,1.1932,6.187,1.77,1.58
1575,117.45,1.1986,6.2065,1.83,1.6
1577,118.48,1.2085,6.2137,1.82,1.59
1578,117.86,1.2377,6.2112,1.87,1.61
1579,117.92,1.237,6.2085,1.9,1.61
1580,117.8,1.24,6.2279,1.81,1.6
1581,118.38,1.2409,6.2535,1.83,1.61
1582,117.62,1.2402,6.243,1.83,1.66
1583,117.74,1.2452,6.2475,1.73,1.61
1584,118.31,1.2644,6.2463,1.77,1.62
1585,117.44,1.2716,6.2495,1.68,1.65
1586,117.33,1.2577,6.2594,1.68,1.65
1587,117.48,1.2452,6.2573,1.79,1.7
1588,117.58,1.255,6.2472,1.81,1.71
1589,117.4,1.2419,6.2516,1.83,1.7
1590,119.16,1.2524,6.2417,1.95,1.71
1591,118.7,1.2448,6.2467,1.96,1.71
1592,119.32,1.2528,6.2405,2.01,1.7
1593,120.38,1.2635,6.2422,2,1.68
1594,118.72,1.2464,6.244,1.99,1.66
1595,118.7,1.2449,6.2399,2.02,1.68
1597,118.99,1.2401,6.2546,2.14,1.71
1598,119.19,1.2456,6.2546,2.07,1.71
1599,118.84,1.2484,6.2546,2.11,1.74
1600,118.68,1.2503,6.2546,2.13,1.75
1601,118.88,1.2577,6.2546,2.06,1.72
1602,119.13,1.2601,6.2546,1.99,1.72
1603,118.88,1.2418,6.2591,1.96,1.72
1604,119.36,1.249,6.2584,2.03,1.79
1605,119.72,1.2506,6.2695,2,1.83
1606,120.06,1.2535,6.272,2.08,1.83
1607,119.47,1.245,6.2741,2.12,1.86
1608,119.76,1.2439,6.2701,2.12,1.87
1609,120.22,1.2482,6.2658,2.11,1.84
1610,120.93,1.2615,6.262,2.24,1.83
1611,121.17,1.2598,6.2635,2.2,1.76
1612,121.2,1.2633,6.2615,2.14,1.73
1613,121.5,1.2763,6.2613,2.11,1.72
1614,121.28,1.2692,6.2614,2.1,1.71
1615,121.17,1.2803,6.2585,2.13,1.69
1616,121.3,1.2763,6.262,2.1,1.65
1617,121.28,1.2769,6.249,2.06,1.64
1618,120.92,1.2771,6.2289,1.93,1.7
1619,120.9,1.2743,6.1955,1.98,1.79
1620,120.28,1.2593,6.2037,1.93,1.76
1621,119.74,1.2515,6.2135,1.92,1.75
1622,119.9,1.251,6.2046,1.88,1.77
1623,119.37,1.2513,6.2116,1.93,1.81
1624,119.01,1.2469,6.2103,2.01,1.8
1625,119.15,1.2579,6.2145,1.95,1.76
1626,120.11,1.2687,6.2065,1.96,1.73
1627,119.96,1.2681,6.199,1.94,1.76
1628,119.62,1.261,6.1976,1.87,1.8
1629,119.74,1.2584,6.1968,1.92,1.81
1630,118.96,1.2465,6.193,1.85,1.83
1631,119.05,1.245,6.193,1.92,1.85
1632,120.36,1.2488,6.1955,1.89,1.85
1633,119.96,1.2508,6.202,1.92,1.84
1634,120.32,1.258,6.205,1.97,1.84
1635,120.29,1.2596,6.2082,1.96,1.82
1636,120.32,1.2603,6.2152,1.94,1.8
1637,119.26,1.2476,6.2113,1.9,1.8
1638,119.23,1.2378,6.2037,1.91,1.84
1639,119.18,1.2206,6.1947,1.9,1.85
1640,119.02,1.2225,6.1976,1.87,1.89
1641,119.27,1.2203,6.2014,1.9,1.89
1642,119.45,1.2274,6.201,1.92,1.86
1643,119.9,1.225,6.1927,1.99,1.87
1644,119.69,1.2148,6.1975,1.96,1.89
1645,118.98,1.2168,6.193,1.93,1.89
1646,119.12,1.2106,6.2185,1.94,1.91
1647,118.8,1.2021,6.2035,2,1.89
1648,118.83,1.1955,6.1989,2.06,1.92
1649,119.86,1.2116,6.2018,2.05,1.94
1650,120.21,1.2191,6.2018,2.12,1.94
1651,120.25,1.2108,6.2085,2.16,1.92
1652,119.87,1.2038,6.2058,2.19,1.94
1653,119.42,1.2007,6.2001,2.25,1.91
1654,119.74,1.2139,6.2063,2.18,1.88
1655,119.78,1.2086,6.2084,2.16,1.88
1656,120.05,1.2107,6.2086,2.28,1.88
1657,119.8,1.1987,6.2086,2.28,1.88
1658,119.09,1.195,6.2043,2.27,1.86
1659,119.2,1.1991,6.2013,2.23,1.87
1660,119.36,1.2009,6.2051,2.14,1.83
1661,119.82,1.215,6.2041,2.23,1.86
1662,120.58,1.2213,6.2064,2.27,1.85
1663,121.28,1.2212,6.2036,2.26,1.88
1664,121.06,1.2201,6.1958,2.19,1.84
1665,121.45,1.2288,6.1972,2.21,1.87
1667,123.08,1.2428,6.2038,2.14,1.82
1668,123.76,1.2483,6.2011,2.14,1.8
1669,124.18,1.2474,6.2002,2.13,1.8
1670,123.98,1.2466,6.198,2.12,1.8
1671,124.64,1.2547,6.1985,2.19,1.8
1672,124.19,1.2425,6.198,2.27,1.83
1673,124.06,1.2437,6.1976,2.38,1.83
1674,124.56,1.2477,6.2006,2.31,1.81
1675,125.58,1.2488,6.2024,2.41,1.86
1676,125.08,1.2435,6.2053,2.39,1.85
1677,124.16,1.2316,6.2047,2.42,1.86
1678,122.72,1.2267,6.2055,2.5,1.87
1679,123.62,1.2314,6.2065,2.39,1.83
1680,123.23,1.2306,6.2081,2.39,1.84
1681,123.38,1.2321,6.208,2.36,1.85
1682,123.39,1.2328,6.2085,2.32,1.88
1683,124.25,1.2307,6.2086,2.32,1.9
1684,122.87,1.2206,6.2075,2.35,1.89
1685,122.7,1.2273,6.2085,2.26,1.86
1686,123.28,1.2286,6.2085,2.37,1.9
1687,123.71,1.2326,6.2066,2.42,1.92
1688,124.24,1.2413,6.2061,2.38,1.9
1689,123.63,1.2346,6.2084,2.4,1.91
1690,123.92,1.2358,6.208,2.49,1.92
1691,122.5,1.238,6.2085,2.33,1.87
1692,122.1,1.2473,6.2,2.35,1.87
1693,123.02,1.2559,6.2008,2.43,1.89
1694,123.14,1.2566,6.2044,2.4,1.91
1696,122.53,1.2623,6.2089,2.3,1.87
1697,122.16,1.2742,6.2097,2.27,1.87
1698,120.54,1.2724,6.2087,2.22,1.83
1699,121.22,1.2727,6.2086,2.32,1.85
1700,122.75,1.2713,6.2092,2.42,1.87
1701,123.35,1.2762,6.2081,2.44,1.86
1702,123.39,1.2746,6.2088,2.41,1.85
1703,123.89,1.2935,6.2082,2.36,1.84
1704,124.04,1.2938,6.2094,2.36,1.84
1705,124,1.2997,6.2085,2.34,1.83
1706,124.24,1.2982,6.2095,2.38,1.82
1707,123.93,1.2958,6.2095,2.35,1.82
1708,124.08,1.3023,6.2093,2.33,1.8
1709,123.88,1.303,6.2091,2.28,1.79
1710,123.74,1.3059,6.2095,2.27,1.76
1711,123.24,1.3008,6.2091,2.23,1.73
1712,123.52,1.2933,6.2084,2.26,1.75
1713,123.86,1.2893,6.2089,2.29,1.77
1714,124.38,1.3024,6.2096,2.28,1.77
1715,123.94,1.3047,6.2097,2.2,1.74
1716,123.98,1.3141,6.2087,2.16,1.7
1717,124,1.3124,6.2086,2.23,1.71
1718,124.84,1.3181,6.2096,2.28,1.7
1719,124.6,1.3152,6.2096,2.23,1.67
1720,124.27,1.3122,6.2087,2.18,1.66
1721,124.55,1.3056,6.2094,2.24,1.69
1722,124.9,1.3149,6.3232,2.15,1.66
1723,123.87,1.2973,6.3845,2.14,1.62
1724,124.32,1.3078,6.3982,2.19,1.62
1725,124.27,1.3075,6.3908,2.2,1.62
1726,124.33,1.309,6.3937,2.16,1.58
1727,124.39,1.3075,6.3928,2.2,1.58
1728,124.1,1.3165,6.3956,2.12,1.57
1729,123.54,1.3075,6.3875,2.09,1.56
1730,122.11,1.3146,6.3887,2.05,1.53
1731,118.56,1.321,6.4029,2.01,1.49
1732,119.91,1.3295,6.4122,2.12,1.53
1733,119.07,1.3301,6.4083,2.18,1.53
1734,120.89,1.3193,6.4053,2.18,1.58
1735,121.32,1.3268,6.389,2.19,1.61
1736,121.26,1.3223,6.376,2.21,1.63
1737,119.94,1.318,6.363,2.17,1.57
1738,120,1.3308,6.3544,2.2,1.56
1739,120.2,1.32,6.3549,2.18,1.54
1740,119.05,1.3272,6.3549,2.13,1.51
1742,119.72,1.3193,6.3657,2.2,1.53
1743,120.94,1.3221,6.3768,2.21,1.56
1744,120.71,1.3218,6.377,2.23,1.59
1745,120.66,1.3274,6.3735,2.2,1.59
1746,119.92,1.3265,6.3664,2.18,1.56
1747,120.3,1.3261,6.3685,2.28,1.56
1748,120.62,1.318,6.3694,2.3,1.57
1749,120.9,1.3186,6.3645,2.21,1.58
1750,119.85,1.3146,6.3628,2.13,1.55
1751,120.46,1.3249,6.3676,2.2,1.54
1752,120.04,1.3276,6.375,2.14,1.51
1753,120.12,1.3313,6.3836,2.16,1.52
1754,119.54,1.3348,6.3818,2.13,1.49
1755,120.74,1.3322,6.3737,2.17,1.46
1756,119.82,1.336,6.3685,2.1,1.39
1757,119.76,1.3414,6.3621,2.05,1.39
1758,119.81,1.3396,6.3556,2.06,1.41
1759,119.58,1.324,6.3559,2.05,1.46
1760,119.42,1.3213,6.3559,1.99,1.48
1761,120.36,1.3084,6.3559,2.07,1.51
1762,120.18,1.3056,6.3559,2.05,1.52
1763,119.9,1.3038,6.3559,2.08,1.55
1764,119.94,1.3017,6.3529,2.12,1.58
1765,120.3,1.2945,6.345,2.12,1.54
1767,119.8,1.2984,6.3417,2.06,1.52
1768,119.21,1.2983,6.3462,1.99,1.49
1769,118.26,1.2901,6.3459,2.04,1.5
1770,119.6,1.2932,6.3523,2.04,1.48
1771,119.5,1.2999,6.3591,2.04,1.45
1772,119.79,1.2974,6.348,2.08,1.48
1773,119.91,1.3117,6.3487,2.04,1.45
1774,120.5,1.3087,6.3577,2.04,1.47
1775,121.2,1.3171,6.3488,2.09,1.51
1776,120.87,1.3134,6.3517,2.07,1.48
1777,120.29,1.3242,6.3517,2.05,1.48
1778,120.56,1.3149,6.3581,2.1,1.47
1779,121.14,1.3169,6.3552,2.19,1.52
1780,120.7,1.3082,6.318,2.16,1.53
1781,120.7,1.3093,6.318,2.2,1.55
1782,121.2,1.3107,6.318,2.23,1.58
1783,121.52,1.3164,6.3357,2.25,1.57
1784,121.71,1.3162,6.318,2.26,1.55
1785,123.2,1.3307,6.318,2.34,1.59
1786,123.04,1.3274,6.3619,2.36,1.6
1787,123.22,1.3258,6.3603,2.32,1.55
1789,122.84,1.3309,6.369,2.32,1.54
1790,122.93,1.3332,6.3735,2.28,1.52
1791,123.11,1.3352,6.37,2.27,1.51
1792,123.48,1.3324,6.3771,2.25,1.53
1793,123.51,1.3351,6.3834,2.27,1.56
1794,122.71,1.3266,6.3825,2.24,1.56
1795,122.8,1.3337,6.3835,2.26,1.6
1796,123.02,1.3358,6.389,2.25,1.61
1797,122.47,1.3308,6.3883,2.24,1.62
1798,122.7,1.3298,6.3877,2.23,1.61
1800,122.84,1.336,6.3945,2.22,1.6
1801,123.22,1.3332,6.3883,2.21,1.59
1802,122.88,1.3372,6.3883,2.15,1.57
1803,123.52,1.3357,6.3883,2.18,1.56
1804,123.06,1.3393,6.3883,2.33,1.61
1805,123.1,1.3364,6.3883,2.28,1.6
1806,123.31,1.3508,6.4081,2.23,1.56
1807,123,1.3594,6.4162,2.24,1.56
1808,121.86,1.3595,6.427,2.22,1.53
1809,121.44,1.3598,6.4363,2.24,1.51
1810,120.94,1.3695,6.4538,2.13,1.46
1811,120.57,1.3732,6.4588,2.23,1.45
