$jpy
                fcst        lower      upper         CI
 [50,]  2.494802e-06 -0.004836980 0.004841970 0.004839475
 [51,]  2.188650e-05 -0.004817598 0.004861371 0.004839485
 [52,]  1.668912e-05 -0.004822830 0.004856208 0.004839519
 [53,] -2.192919e-05 -0.004861457 0.004817598 0.004839527
 [54,]  3.011012e-05 -0.004809440 0.004869660 0.004839550
 [55,] -4.302614e-06 -0.004843874 0.004835269 0.004839572
 [56,]  1.201744e-05 -0.004827586 0.004851621 0.004839603
 [57,]  1.966591e-06 -0.004837647 0.004841581 0.004839614
 [58,]  5.991975e-06 -0.004833633 0.004845617 0.004839625
 [59,] -3.168467e-06 -0.004842797 0.004836460 0.004839628
 [60,] -1.315566e-06 -0.004840948 0.004838316 0.004839632
 [61,] -1.110148e-06 -0.004840752 0.004838532 0.004839642
 [62,]  6.766298e-06 -0.004832884 0.004846417 0.004839650
 [63,] -4.501491e-06 -0.004844155 0.004835152 0.004839654
 [64,]  3.698206e-06 -0.004835958 0.004843355 0.004839657
 [65,] -5.359557e-06 -0.004845019 0.004834300 0.004839660
 [66,] -4.338065e-06 -0.004844002 0.004835326 0.004839664
 [67,] -1.060349e-05 -0.004850269 0.004829062 0.004839666
 [68,]  4.558891e-06 -0.004835107 0.004844225 0.004839666
 [69,] -4.076368e-06 -0.004843749 0.004835596 0.004839672
 [70,] -5.822558e-07 -0.004840256 0.004839092 0.004839674
 [71,]  1.001242e-06 -0.004838675 0.004840678 0.004839677
 [72,]  3.743832e-06 -0.004835933 0.004843421 0.004839677
 [73,] -2.442794e-06 -0.004842121 0.004837235 0.004839678
 [74,]  4.557334e-06 -0.004835121 0.004844236 0.004839678
 [75,]  6.539046e-07 -0.004839025 0.004840333 0.004839679
 [76,] -4.095284e-07 -0.004840090 0.004839271 0.004839680
 [77,]  4.678173e-06 -0.004835003 0.004844359 0.004839681
 [78,]  1.255476e-06 -0.004838426 0.004840937 0.004839681
 [79,]  5.442376e-06 -0.004834239 0.004845124 0.004839681
 [80,] -3.293782e-06 -0.004842975 0.004836388 0.004839681
 [81,]  5.432098e-06 -0.004834250 0.004845115 0.004839682
 [82,] -1.345388e-06 -0.004841028 0.004838338 0.004839683
 [83,]  4.851088e-07 -0.004839199 0.004840169 0.004839684
 [84,] -8.423940e-07 -0.004840526 0.004838842 0.004839684
 [85,] -4.872212e-07 -0.004840172 0.004839197 0.004839685
 [86,] -1.755476e-06 -0.004841440 0.004837929 0.004839685
 [87,] -5.652336e-07 -0.004840250 0.004839120 0.004839685
 [88,]  3.142211e-07 -0.004839371 0.004839999 0.004839685
 [89,]  1.507680e-06 -0.004838178 0.004841193 0.004839685
 [90,] -1.453539e-06 -0.004841139 0.004838232 0.004839685
 [91,]  1.257100e-06 -0.004838428 0.004840943 0.004839685
 [92,] -8.184555e-07 -0.004840504 0.004838867 0.004839686
 [93,] -3.508259e-07 -0.004840037 0.004839335 0.004839686
 [94,] -2.335066e-07 -0.004839919 0.004839452 0.004839686
 [95,]  1.454652e-06 -0.004838231 0.004841141 0.004839686
 [96,]  1.298484e-06 -0.004838388 0.004840985 0.004839686
 [97,]  2.744977e-07 -0.004839412 0.004839961 0.004839686
 [98,]  1.894571e-06 -0.004837792 0.004841581 0.004839686
 [99,]  7.736328e-07 -0.004838913 0.004840460 0.004839686
[100,]  7.311873e-07 -0.004838955 0.004840417 0.004839686
[101,]  3.333547e-07 -0.004839353 0.004840020 0.004839686
[102,]  1.267184e-06 -0.004838419 0.004840953 0.004839686
[103,] -1.878126e-07 -0.004839874 0.004839498 0.004839686
